   8,  -2,  7.471597E-05
   9,  -2,  1.595152E-05
  10,  -2,  2.845793E-06
 -10,  -1,  5.391512E-06
  -9,  -1,  2.915639E-05
  -8,  -1,  1.316937E-04
  -7,  -1,  4.968966E-04
  -6,  -1,  1.566357E-03
  -5,  -1,  4.125569E-03
  -4,  -1,  9.079900E-03
  -3,  -1,  1.669975E-02
  -2,  -1,  2.566797E-02
  -1,  -1,  3.297164E-02
   0,  -1,  3.539706E-02
   1,  -1,  3.176149E-02
   2,  -1,  2.381848E-02
   3,  -1,  1.492806E-02
   4,  -1,  7.819227E-03
   5,  -1,  3.422860E-03
   6,  -1,  1.252193E-03
   7,  -1,  3.828259E-04
   8,  -1,  9.780668E-05
   9,  -1,  2.088149E-05
  10,  -1,  3.725350E-06
 -10,   0,  5.898195E-06
  -9,   0,  3.189605E-05
  -8,   0,  1.440666E-04
  -7,   0,  5.435761E-04
  -6,   0,  1.713490E-03
  -5,   0,  4.513063E-03
  -4,   0,  9.932669E-03
  -3,   0,  1.826807E-02
  -2,   0,  2.807841E-02
  -1,   0,  3.606784E-02
   0,   0,  3.872094E-02
   1,   0,  3.474400E-02
   2,   0,  2.605514E-02
   3,   0,  1.632989E-02
   4,   0,  8.553513E-03
   5,   0,  3.744301E-03
   6,   0,  1.369790E-03
   7,   0,  4.187791E-04
   8,   0,  1.069926E-04
   9,   0,  2.284272E-05
  10,   0,  4.075257E-06
 -10,   1,  5.391512E-06
  -9,   1,  2.915639E-05
  -8,   1,  1.316937E-04
  -7,   1,  4.968966E-04
  -6,   1,  1.566357E-03
  -5,   1,  4.125569E-03
  -4,   1,  9.079900E-03
  -3,   1,  1.669975E-02
  -2,   1,  2.566797E-02
  -1,   1,  3.297164E-02
   0,   1,  3.539706E-02
   1,   1,  3.176149E-02
   2,   1,  2.381848E-02
   3,   1,  1.492806E-02
   4,   1,  7.819227E-03
   5,   1,  3.422860E-03
   6,   1,  1.252193E-03
   7,   1,  3.828259E-04
   8,   1,  9.780668E-05
   9,   1,  2.088149E-05
  10,   1,  3.725350E-06
 -10,   2,  4.117987E-06
  -9,   2,  2.227019E-05
  -8,   2,  1.005934E-04
  -7,   2,  3.795624E-04
  -6,   2,  1.196517E-03
  -5,   2,  3.151529E-03
  -4,   2,  6.936274E-03
  -3,   2,  1.275738E-02
  -2,   2,  1.960868E-02
  -1,   2,  2.518845E-02
   0,   2,  2.704153E-02
   1,   2,  2.426409E-02
   2,   2,  1.819600E-02
   3,   2,  1.140416E-02
   4,   2,  5.973401E-03
   5,   2,  2.614835E-03
   6,   2,  9.565847E-04
   7,   2,  2.924489E-04
   8,   2,  7.471597E-05
   9,   2,  1.595152E-05
  10,   2,  2.845793E-06
 -10,   3,  2.628105E-06
  -9,   3,  1.421373E-05
  -8,   3,  6.420623E-05
  -7,   3,  2.422768E-04
  -6,   3,  7.637757E-04
  -5,   3,  2.011795E-03
  -4,   3,  4.427939E-03
  -3,   3,  8.144186E-03
  -2,   3,  1.251823E-02
  -1,   3,  1.608063E-02
   0,   3,  1.726387E-02
   1,   3,  1.549064E-02
   2,   3,  1.161660E-02
   3,   3,  7.280538E-03
   4,   3,  3.813450E-03
   5,   3,  1.669307E-03
   6,   3,  6.106753E-04
   7,   3,  1.866943E-04
   8,   3,  4.769669E-05
   9,   3,  1.018287E-05
  10,   3,  1.816618E-06
 -10,   4,  1.401471E-06
  -9,   4,  7.580291E-06
  -8,   4,  3.424429E-05
  -7,   4,  1.292267E-04
  -6,   4,  4.074099E-04
  -5,   4,  1.073176E-03
  -4,   4,  2.362148E-03
  -3,   4,  4.344784E-03
  -2,   4,  6.678450E-03
  -1,   4,  8.579169E-03
   0,   4,  9.210592E-03
   1,   4,  8.264504E-03
   2,   4,  6.197596E-03
   3,   4,  3.884218E-03
   4,   4,  2.034478E-03
   5,   4,  8.905638E-04
   6,   4,  3.257857E-04
   7,   4,  9.959667E-05
   8,   4,  2.544445E-05
   9,   4,  5.432067E-06
  10,   4,  9.690546E-07
 -10,   5,  6.244675E-07
  -9,   5,  3.377989E-06
  -8,   5,  1.526170E-05
  -7,   5,  5.759759E-05
  -6,   5,  1.816001E-04
  -5,   5,  4.783915E-04
  -4,   5,  1.053035E-03
  -3,   5,  1.936971E-03
  -2,   5,  2.977462E-03
  -1,   5,  3.824970E-03
   0,   5,  4.106575E-03
   1,   5,  3.684736E-03
   2,   5,  2.763178E-03
   3,   5,  1.731744E-03
   4,   5,  9.070401E-04
   5,   5,  3.970367E-04
   6,   5,  1.452407E-04
   7,   5,  4.440082E-05
   8,   5,  1.134300E-05
   9,   5,  2.421516E-06
  10,   5,  4.319735E-07
 -10,   6,  2.324987E-07
  -9,   6,  1.257840E-06
  -8,   6,  5.683572E-06
  -7,   6,  2.145203E-05
  -6,   6,  6.764252E-05
  -5,   6,  1.782054E-04
  -4,   6,  3.922914E-04
  -3,   6,  7.216267E-04
  -2,   6,  1.109314E-03
  -1,   6,  1.425120E-03
   0,   6,  1.530082E-03
   1,   6,  1.372898E-03
   2,   6,  1.029522E-03
   3,   6,  6.452143E-04
   4,   6,  3.379392E-04
   5,   6,  1.479221E-04
   6,   6,  5.411027E-05
   7,   6,  1.654130E-05
   8,   6,  4.225640E-06
   9,   6,  9.020631E-07
  10,   6,  1.609126E-07
 -10,   7,  7.232979E-08
  -9,   7,  3.913707E-07
  -8,   7,  1.768659E-06
  -7,   7,  6.676435E-06
  -6,   7,  2.105439E-05
  -5,   7,  5.547325E-05
  -4,   7,  1.221251E-04
  -3,   7,  2.246655E-04
  -2,   7,  3.453830E-04
  -1,   7,  4.437267E-04
   0,   7,  4.764225E-04
   1,   7,  4.274762E-04
   2,   7,  3.205558E-04
   3,   7,  2.008928E-04
   4,   7,  1.052178E-04
   5,   7,  4.605451E-05
   6,   7,  1.684635E-05
   7,   7,  5.149687E-06
   8,   7,  1.315489E-06
   9,   7,  2.808108E-07
  10,   7,  5.008961E-08
 -10,   8,  1.880185E-08
  -9,   8,  1.017530E-07
  -8,   8,  4.599088E-07
  -7,   8,  1.736334E-06
  -6,   8,  5.476268E-06
  -5,   8,  1.443017E-05
  -4,   8,  3.177104E-05
  -3,   8,  5.845139E-05
  -2,   8,  8.986390E-05
  -1,   8,  1.154570E-04
   0,   8,  1.239689E-04
   1,   8,  1.112315E-04
   2,   8,  8.340901E-05
   3,   8,  5.227146E-05
   4,   8,  2.737653E-05
   5,   8,  1.198252E-05
   6,   8,  4.382950E-06
   7,   8,  1.339752E-06
   8,   8,  3.422253E-07
   9,   8,  7.304961E-08
  10,   8,  1.302955E-08
 -10,   9,  4.083871E-09
  -9,   9,  2.210563E-08
  -8,   9,  9.993197E-08
  -7,   9,  3.773416E-07
  -6,   9,  1.190272E-06
  -5,   9,  3.136784E-06
  -4,   9,  6.906979E-06
  -3,   9,  1.270831E-05
  -2,   9,  1.953923E-05
  -1,   9,  2.510532E-05
   0,   9,  2.695725E-05
   1,   9,  2.418723E-05
   2,   9,  1.813692E-05
   3,   9,  1.136593E-05
   4,   9,  5.952593E-06
   5,   9,  2.605320E-06
   6,   9,  9.529327E-07
   7,   9,  2.912735E-07
   8,   9,  7.439900E-08
   9,   9,  1.587996E-08
  10,   9,  2.832277E-09
 -10,  10,  7.411948E-10
  -9,  10,  4.012882E-09
  -8,  10,  1.814441E-08
  -7,  10,  6.852501E-08
  -6,  10,  2.161859E-07
  -5,  10,  5.698010E-07
  -4,  10,  1.254802E-06
  -3,  10,  2.308953E-06
  -2,  10,  3.550321E-06
  -1,  10,  4.561963E-06
   0,  10,  4.898706E-06
   1,  10,  4.395278E-06
   2,  10,  3.295758E-06
   3,  10,  2.065311E-06
   4,  10,  1.081615E-06
   5,  10,  4.733809E-07
   6,  10,  1.731381E-07
   7,  10,  5.291878E-08
   8,  10,  1.351612E-08
   9,  10,  2.884752E-09
  10,  10,  5.144778E-10
